,Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data,Changes,Known Errors,Raw File Name,Recorder (Name),Last Updated Date,Process File Name QA Check,File Name ISO Code,Process File Name Existance Check,Source Check,License Check,License Source Check,Link to Source Data Check,Zip File Validity Check,Raw File Check Log,Break_Column,4e94d47a3ba9cf8ae4f2357b52ebf35b,be1e46d1293c10aa45474b270296f268,4e49a3fcc48f0d4eafb346b29d1da5ea
432,QAT_ADM0.zip,Qatar,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Al_Ghuwariyah.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
433,QAT_ADM1.zip,Qatar,2014.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Outdated,exported_boundaries_Al_Ghuwariyah.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
434,COG_ADM2.zip,Republic of the Congo,2007.0,ADM 2,"NYU, Stanford",Map Maker Ltd,This item is in the public domain. There are no restrictions on access or use.,,,https://geo.nyu.edu/catalog/stanford-hz799nq4536,No,Outdated,data (6).zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
435,COG_ADM0.zip,Republic of the Congo,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Bouenza.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
436,COG_ADM1.zip,Republic of the Congo,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Bouenza.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
437,ROU_ADM0.zip,Romania,2016.0,ADM 0,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,,,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit1storder20160707.kmz,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
438,ROU_ADM1.zip,Romania,2016.0,ADM 1,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,,,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit1storder20160707.kmz,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
439,ROU_ADM2.zip,Romania,2016.0,ADM 2,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,,,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit2ndorder20160707.kmz,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
440,RUS_ADM0.zip,Russia,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Includes water territories- could be clipped,exported_boundaries_Russian_Federation.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
441,RUS_ADM1.zip,Russia,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Does not include the Republic of Crimea or the Federal City of Sevastopol,exported_boundaries_Russian_Federation.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
442,RUS_ADM2.zip,Russia,2017.0,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Cannot be verified,exported_boundaries_Russian_Federation.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
443,RUS_ADM3.zip,Russia,2017.0,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Cannot be verified and is not a complete layer,exported_boundaries_Russian_Federation.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
444,RWA_ADM0.zip,Rwanda,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_East_Province.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
445,RWA_ADM1.zip,Rwanda,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_East_Province.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
446,RWA_ADM2.zip,Rwanda,2012.0,ADM 2,Open Data Rwanda,,Creative Commons,,,http://geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,No,,District_Boundary_2006 (1),,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
447,RWA_ADM3.zip,Rwanda,2012.0,ADM 3,Open Data Rwanda,,Creative Commons,,,http://geodata-nisr.opendata.arcgis.com/datasets/7083c6f446ae41c1bc69649f577f8a68_0,No,,Sector_Boundary_2006,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
448,RWA_ADM4.zip,Rwanda,2012.0,ADM 4,Open Data Rwanda,,Creative Commons,,,http://geodata-nisr.opendata.arcgis.com/datasets/5ce6aa02c0f443638304bfb97329e6df_0,No,,Cell_Boundary_2006,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
449,WSM_ADM0.zip,Samoa,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_World.shp (2).zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
450,SMR_ADM0.zip,San Marino,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Acquaviva.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
451,SMR_ADM1.zip,San Marino,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Acquaviva.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
452,STP_ADM0.zip,Sao Tome and Principe,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Príncipe_Province.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
453,STP_ADM1.zip,Sao Tome and Principe,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Príncipe_Province.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
454,STP_ADM2.zip,Sao Tome and Principe,2017.0,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,Yes,,exported_boundaries_Príncipe_Province.shp (1).zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
455,SAU_ADM0.zip,Saudi Arabia,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Al_Bahah_Region.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
456,SAU_ADM1.zip,Saudi Arabia,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Al_Bahah_Region.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
457,SEN_ADM0.zip,Senegal,2017.0,ADM 0,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm1_1m_gov_ocha_04082017.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
458,SEN_ADM1.zip,Senegal,2017.0,ADM 1,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm1_1m_gov_ocha_04082017.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
459,SEN_ADM2.zip,Senegal,2017.0,ADM 2,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm2_1m_gov_ocha_04082017.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
460,SEN_ADM3.zip,Senegal,2017.0,ADM 3,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm3_1m_gov_ocha_04082017.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
461,SRB_ADM0.zip,Serbia,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belgrade.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
462,SRB_ADM1.zip,Serbia,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belgrade.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
463,SRB_ADM2.zip,Serbia,2017.0,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,Yes,Needs to be verified,"serbia_adm2_osm_part1.zip, serbia_adm2_osm_part2.zip",,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
